순,등록번호,청구기호,서명,저작자,편/권차,발행자,발행년,가격,자료실명
1080,EM0000452665,746-박94ㅇ,(정통) 영문일기  = English diary,박형훈 지음,,태을출판사,2019,15000,임시자료실
1081,EM0000452666,747.5-권77ㅇ,(중학교 영어 실력이면) 영어로 수다 떨 수 있다,지은이: 권주영,,Raon Book,2019,13800,임시자료실
1082,EM0000452667,740-김71ㅉ,"짱글리시 한방영어  : 문법, 단어, 숙어를 한방에 끝낸다!, 기초편",김장태 지음,,지식과감성#,2019,15000,임시자료실
1083,EM0000452668,745-임32ㅊ,(NEW) 초간단 영문법 go!  : 유창한 영어 회화,저자: 임매화,,Digis(디지스),2019,15000,임시자료실
1084,EM0000452669,720-비849ㅊ,최단시간으로 중국어 HSK 2~4급 획득하는 법,저자: 비피중국어연구회,,비피기술거래,[2019],19500,임시자료실
1085,EM0000452670,767-이67ㅍ,프랑스어 국제회의 통역노트  = Guide pour les interpretes de conferences,이유희 지음,,이화여자대학교출판문화원,2019,18000,임시자료실
1086,EM0000452671,745.4-김34ㅍ-5,(핵심만 콕! 콕!)필수영어동사  : 고민하는 학습자들을 위한 책. 5-6,김명숙 저,5,내하출판사,2018,18000,임시자료실
1087,EM0000452672,745.4-김34ㅍ-6,(핵심만 콕! 콕!)필수영어동사  : 고민하는 학습자들을 위한 책. 5-6,김명숙 저,6,내하출판사,2019,18000,임시자료실
1088,EM0000452673,727.5-해823ㅎ,해커스 중국어회화 10분의 기적  : 상황별로 말하기,지은이: 해커스 중국어연구소,,해커스 어학연구소,2019,12900,임시자료실
1089,EM0000452674,737.5-해823ㅎ,해커스 여행 일본어 10분의 기적  : 상황별·장소별로 바로 말하는 여행 일본어 회화,지은이: 해커스 일본어연구소,,해커스 어학연구소,2019,9800,임시자료실
1090,EM0000452675,737.5-정14ㅎ,(완성) 혼자 배우는 일본어 첫걸음,정경호 지음,,버들미디어,2019,10000,임시자료실
1091,EM0000452676,737.5-최53ㅎ,회사원 A 여행 일본어  : 세상에서 가장 간단하고 쉬운 일본어,회사원A 지음,,mal.lang,2019,10900,임시자료실
1092,EM0000452677,731.23-정68ㅎ,(일본어 잘하고 싶을 땐) 히라가나 가타카나부터,정의상 지음,,다락원,2019,8000,임시자료실
1093,EM0000452678,큰813.7-한17,(한국인이라면 꼭 읽어야 할) 한국단편소설 BEST 20,"저자: 김유정, 김동인, 이상, 나도향, 현진건, 이효석, 계용묵, 채만식, 이광수",,BOOKK(부크크),2019,20600,임시자료실
1094,EM0000452679,600.04-십51,13월의 작업실  = art space of undecember,"유승현, 진선미, 윤금철, 지유현, 원보경 [지음]",,파피루스북,2019,18000,임시자료실
1095,EM0000452682,833.6-무231ㅇ-1=5,"1Q84  : 무라카미 하루키 장편소설. 1,2,3",무라카미 하루키 지음,1,문학동네,2009,14800,임시자료실
1096,EM0000452683,833.6-무231ㅇ-2=3,"1Q84  : 무라카미 하루키 장편소설. 1,2,3",무라카미 하루키 지음,2,문학동네,2009,14800,임시자료실
1097,EM0000452684,833.6-무231ㅇ-3=4,"1Q84  : 무라카미 하루키 장편소설. 1,2,3",무라카미 하루키 지음,3,문학동네,2010,15800,임시자료실
1098,EM0000452685,큰331.5412-김222ㅅ,4차 산업혁명에서 살아남기,김대식 지음,,창비,2019,19000,임시자료실
1099,EM0000452686,813.7-송225ㅇ,5월 18일생  : 송동윤 장편소설,지은이: 송동윤,,스타북스,2019,13000,임시자료실
1100,EM0000452687,큰843.6-헐239ㅇ,60초 소설가,댄 헐리 지음  ; 류시화 옮김,,Xbooks(엑스북스),2019,20000,임시자료실
1101,EM0000452688,833.6-나821ㅍ,8년에 걸친 신부  : 그대가 눈을 뜨면,"나카하라 히사시, 나카하라 마이 지음  ; 민경욱 옮김",,소미미디어,2019,13800,임시자료실
1102,EM0000452689,673.511-크235ㅂ,"BTS  : 서툴지만 진실되게 두려워도 당당하게  : BTS와 ARMY, 서로를 향한 사랑스러운 응원이 담긴 팬 북",지은이: 맬컴 크로프트  ; 옮긴이: 홍정인,,미르북컴퍼니,2019,13800,임시자료실
1103,EM0000452690,813.6-조811ㄱ,가시고기  : 조창인 장편소설,조창인 지음,,산지,2019,15000,임시자료실
1104,EM0000452691,332.276-이53ㄱ,가족의 온도  : 개성 만점 입양 가족의 하나되는 시간,이설아 글·그림,,생각비행,2019,18000,임시자료실
1105,EM0000452692,818-문98ㄱ,감성은 감정에서 하나만 빼면 돼,문희무 지음,,좋은땅,2019,11000,임시자료실
1106,EM0000452693,818-감71ㄱ=2,감자  : 감자의 무한 공감 웹툰  : 자신만만 리얼 직장 분투기,글·그림: 감자,,42 Media Contents(42미디어콘텐츠),2018,14800,임시자료실
1107,EM0000452694,818-다235ㄱ,개밥에 밥토리  : 일본에서 한국인으로 살아남기,Darory 글·그림,,북폴리오,2019,14800,임시자료실
1108,EM0000452695,청334.22-이221ㄱ,Girl's talk  : 사춘기라면서 정작 말해 주지 않는 것들,글·그림: 이다,,시공주니어,2019,12500,임시자료실
1109,EM0000452696,699.104-메58ㄱ,검은 고독 흰 고독,라인홀트 메스너 지음  ; 김영도 옮김,,필로소픽,2019,16000,임시자료실
1110,EM0000452697,큰843.4-포63ㄱ,검은 고양이,에드거 앨런 포 지음  ; 김희정 옮김,,더클래식,2018,11800,임시자료실
1111,EM0000452698,802-야31ㄱ,"결국 글은 쓰는 것이 아니라 다듬는 것입니다  : 쓸 때는 열정적으로, 고칠 때는 과감하게, 다듬을 때는 섬세하게",지은이: 야마구치 다쿠로  ; 옮긴이: 조윤희,,사이,2019,13500,임시자료실
1112,EM0000452699,818-이73ㄱ,고민해봐도 삶은 영원한 에피소드다  : 전방 새댁의 전역 보고서,이정희 지음,,렛츠book(렛츠북),2019,14000,임시자료실
1113,EM0000452700,833.6-아239ㄱ,고양이 여행 리포트  : 아리카와 히로 장편소설,지은이: 아리카와 히로  ; 옮긴이: 권남희,,은행나무,2019,13500,임시자료실
1114,EM0000452701,858-미825ㅇ,(곤잘레스 씨의) 인생 정원  : 복잡한 도시를 떠나 자연에서 배운 삶의 기쁨,클라우스 미코쉬 지음  ; 이지혜 옮김,,Indigo,2019,13800,임시자료실
1115,EM0000452702,813.7-김225ㄱ,골프 허슬러  = Golf hustler  : 김동균 장편소설,지은이: 김동균,,책나무 출판사,2019,12000,임시자료실
1116,EM0000452703,813.7-정67ㄱ,공주는 소리 내어 울지 않았다,지은이: 정원찬,,월인,2019,14000,임시자료실
1117,EM0000452704,982.702-이14ㄱ,"괜찮아, 우리에겐 아직 마지막 카드가 있어  : 이상한 나라의 가족, 스페인에서 길을 찾다",이경걸 지음  ; 이하연 그림,,Mindcube(마인드큐브),2019,14800,임시자료실
1118,EM0000452705,813.7-허39ㄱ,교도소에 간 건달들  : 허미래·박요셉 소설,"지은이: 허미래, 박요셉",,밥북,2019,15000,임시자료실
1119,EM0000452706,813.7-교45,교보문고 스토리공모전  : 단편 수상작품집 2019,"강한빛, 이중세, 최난영, 김웅기, 김진아 지음",,마카롱,2019,11800,임시자료실
1120,EM0000452707,810.82-유79ㄱ,교실의 시  : 그때 꿈꾸던 어른이 되었나요  : 시X산문집,"김승일, 김행숙, 김현, 배수연, 서윤후, 서효인, 신철규, 신해욱, 유진목, 오은, 임솔아, 황인찬 [지음]",,돌베개,2019,14000,임시자료실
1121,EM0000452708,818-이96ㄱ,국고개 말랭이,이효남 지음,,좋은땅,2019,12000,임시자료실
1122,EM0000452709,662-권94ㄱ,"권혁재의 핸드폰 사진관  : 사진 인류, 자유를 얻다",권혁재 글·사진,,동아시아,2019,22000,임시자료실
1123,EM0000452711,814.7-김811ㄱ,"그래도, 사랑이 그립다  : 김창열 수필집",김창열 지음,,문화짱,2019,13000,임시자료실
1124,EM0000452712,818-리75ㄱ,그래서 네덜란드로 갔어  : 한국을 떠나려 하는 이에게,죠디 리 지음,,Harmonybook(하모니북),2019,15000,임시자료실
1125,EM0000452713,818-지57ㄱ,그럴 땐 바로 토끼시죠,지수 쓰고 그리다,,카멜북스,2019,14000,임시자료실
1126,EM0000452714,814.7-유44ㄱ,그분이라면 생각해볼게요  : 유병숙 에세이,유병숙 지음,,특별한서재,2019,14800,임시자료실
1127,EM0000452716,843.6-콜239ㄱ,기억의 제본사,저자: 브리짓 콜린스  ; 역자: 공민희,,청미래,2019,16500,임시자료실
1128,EM0000452717,813.7-윤225ㄱ,길 끝에서 사라지다  : 윤동수 장편소설,지은이: 윤동수,,삶창,2019,14000,임시자료실
1129,EM0000452718,364.261-존58ㄱ,"깃털도둑  : 아름다움과 집착, 그리고 세기의 자연사 도둑",커크 월리스 존슨 지음  ; 박선영 옮김,,흐름출판,2019,16000,임시자료실
1130,EM0000452719,818-유73ㄲ,꿈라밸  : 지금을 고민하는 나에게,유정민 지음  ; 박인아 그림,,미메시스,2019,14800,임시자료실
1131,EM0000452720,MC 813.8-장64ㄲ,꿈을 꿨어요,글·그림: 장영숙,,아우룸,2019,13000,임시자료실
1132,EM0000452721,833.6-아51ㄲ,"꿈의 무대, 부도칸  : 아사이 료 장편소설",지은이: 아사이 료  ; 옮긴이: 권남희,,위즈덤하우스,2019,13800,임시자료실
1133,EM0000452722,396.099-유59ㄴ,나는 161cm로 세상을 바꿨다  : 장교 신장 제한 규정을 넘어,유심건 지음,,바이북스,2019,13000,임시자료실
1134,EM0000452723,595.4-오217ㄴ,나는 그냥 천천히 갈게요  : 내 방이 내 방다워지는 소품 인테리어 노하우,오누리 지음,,팜파스,2019,14000,임시자료실
1135,EM0000452724,청853-나218,나는 네가 보지 못하는 것을 봐  : 독일아동청소년문학상 60주년 기념 작품집,"다비드 칼리, 숀 탠, 마르틴 발트샤이트, 톤 텔레헨, 뱅상 퀴벨리에, 타미 솀-토브, 마리스 푸트닌스, 이바 프로하스코바, 로버트 폴 웨스턴, 제니 롭슨, 로세 라게르크란츠, 이네스 갈란드, 페터 헤르틀링, 안드레아스 슈타인회펠, 미리암 프레슬러, 키르스텐 보이에, 마르야레나 렘브케, 바르트 무야르트, 유타 리히터, 수잔 크렐러 지음  ; 알료샤 블라우 그림  ; 김경연 옮김",,사계절,2019,13800,임시자료실
1136,EM0000452725,813.7-임53ㄴ,나는 마음 놓고 죽었다  : 임선경 장편소설,지은이: 임선경,,Mujintree(뮤진트리),2019,14000,임시자료실
1137,EM0000452726,513.899-림228ㄴ,나는 매일 롤러코스터를 탄다,글: 림들레,,바른북스,2019,15000,임시자료실
1138,EM0000452727,큰818-홍53ㄴ-1,나는 빠리의 택시운전사. 1-2,홍세화 저,1,창비,2019,20000,임시자료실
1139,EM0000452728,큰818-홍53ㄴ-2,나는 빠리의 택시운전사. 1-2,홍세화 저,2,창비,2019,20000,임시자료실
1140,EM0000452729,813.6-양17ㄴ,나는 소망한다 내게 금지된 것을  : 양귀자 장편소설,지은이: 양귀자,,쓰다,2019,15000,임시자료실
1141,EM0000452730,818-허68ㄴ,나는 프랑스 샤토에 산다,허은정 지음  ; 김지해 사진,,청출판,2019,16000,임시자료실
1142,EM0000452731,834-소215ㄴ,나다운 일상을 산다,소노 아야코 지음  ; 오유리 옮김,,책읽는고양이,2019,12000,임시자료실
1143,EM0000452732,833.6-히11ㄴ=7,나미야 잡화점의 기적  : 히가시노 게이고 장편소설,히가시노 게이고 지음 ; 양윤옥 옮김,,현대문학,2012,14800,임시자료실
1144,EM0000452733,843.6-클239ㄴ,나방 사냥꾼  : 앤 클리브스 장편소설,지은이: 앤 클리브스  ; 옮긴이: 유소영,,구픽,2019,14000,임시자료실
1145,EM0000452734,818-이14ㄴ,"나의 색을 찾았습니다  : 그림과 글로 풀어가는 나의 삶, 우리들의 이야기  : 이경희 에세이",지은이: 이경희,,북랩,2019,13800,임시자료실
1146,EM0000452735,814.7-박79ㄴ,나의 포근했던 아현동  : 골목과 골목 사이의 시간을 다시 열다,박지현 글·그림,,바이클로지,2019,13000,임시자료실
1147,EM0000452736,843.5-워833ㄴ,나이트 워치  : 세라 워터스 장편소설,지은이: 세라 워터스  ; 옮긴이: 엄일녀,,문학동네,2019,16800,임시자료실
1148,EM0000452737,청813.7-이53ㄴ,"난 밥 먹다가도 화가 난다  : 청소년 성장소설 십대들의 힐링캠프, 분노",이선이 지음,,행복한 나무,2019,11800,임시자료실
1149,EM0000452738,813.8-안225ㄴ,남방큰돌고래  : 어른을 위한 동화,안도현 지음,,Human & Books,2019,12500,임시자료실
1150,EM0000452739,큰802-당839ㄴ,남아 있는 날들의 글쓰기 : 죽음은 그로부터 모든 것을 앗아가지 않았다,에드위지 당티카 지음  ; 신지현 옮김,,Xbooks(엑스북스),2019,21500,임시자료실
1151,EM0000452740,892.83-조53ㄴ,남편의 죽음을 허락하지 않은 아내  : 풍자와 유머로 관료사회를 꼬집은 미하일 조센코 단편소설집,미하일 조센코 지음  ; 예브게니 빠나마료프 옮김,,써네스트,2019,10000,임시자료실
1152,EM0000452741,J813.8-심53ㄴ,낭만고양이와 다람쥐,심성규 글·그림,,문예바다,2019,10000,임시자료실
1153,EM0000452742,818-이58ㄴ,내 마음의 처방전  : 병원중독자의 자기 치유 고군분투기,이승민 글  ; 전광은 그림,,알레고리,2019,12800,임시자료실
1154,EM0000452743,818-최57ㄴ,"내 복(福), 너 다 주마  : 지혜와 용기를 담아 자녀들에게 전하는 어머니의 일기",글쓴이: 최순이  ; 엮은이: 배진희,,북랩,2019,13000,임시자료실
1155,EM0000452744,818-장53ㄴ,내 인생이다 임마  : 오늘을 버텨내는 우리들에게,장성규 지음,,넥서스books,2019,13800,임시자료실
1156,EM0000452745,818-임67ㄴ=2,너 하고 싶은 거 다 해,글·그림: 임유끼,,위즈덤하우스,2018,13800,임시자료실
1157,EM0000452746,청813.7-최64ㄴ,너만 모르는 엔딩  : SF단편집,최영희 지음,,사계절출판사,2018,11000,임시자료실
1158,EM0000452747,813.7-이72ㄴ,너와 나의 미스터리  : 이재익 소설집  : Jake's mystery theatre,이재익 지음,,가쎄,2019,13800,임시자료실
1159,EM0000452748,818-새44ㄴ,너의 시간은 나의 시간보다 빠르지만,새별 글  ; 윤나리 그림,,생각의결,2019,12000,임시자료실
1160,EM0000452749,큰843.4-도69ㄴ,네 개의 서명,아서 코난 도일 지음  ; 공경희 옮김,,더클래식,2019,11800,임시자료실
1161,EM0000452750,591.9-윤19ㄴ,"노년의 외로움을 넘어서  = Beyond the loneliness of old age  : 인생 후반전, 어떻게 살 것인가?",지은이: 윤기평,,생각나눔,2019,14000,임시자료실
1162,EM0000452751,859.7-얀55ㄴ,늦가을 무민 골짜기  : 토베 얀손 무민 연작소설,글·그림: 토베 얀손  ; 옮김: 최정근,,작가정신,2019,11000,임시자료실
1163,EM0000452752,802-고64ㄷ,다음 문장으로 넘어가고 싶습니다  : 문장을 살리는 10가지 방법,고영리 지음,,더디,2019,10000,임시자료실
1164,EM0000452753,818-임73ㄷ,당신은 당근을 싫어하는군요 저는 김치를 싫어합니다  : 제주에서 서양 식당하는 사람의 생각,지은이: 임정만,,밑줄,2019,13800,임시자료실
1165,EM0000452754,660.4-이97ㄷ,당신의 정면과 나의 정면이 반대로 움직일 때  : 이훤 사진산문집,이훤 저,,샘앤파커스,2019,15500,임시자료실
1166,EM0000452755,813.7-송68ㄷ,대꽃이 피는 마을까지 백 년  : 송은일 장편소설,지은이: 송은일,,문이당,2019,14000,임시자료실
1167,EM0000452756,813.7-김831ㄷ-1,대소설의 시대,지은이: 김탁환,1,민음사,2019,13000,임시자료실
1168,EM0000452757,813.7-김831ㄷ-2,대소설의 시대,지은이: 김탁환,2,민음사,2019,13000,임시자료실
1169,EM0000452758,342.1099-무231ㄹ,"(The) last girl  : 노벨 평화상 수상자 나디아 무라드의 전쟁, 폭력 그리고 여성 이야기",지은이: 나디아 무라드 ; 엮은이: 제나 크라제스키 ; 서문: 아말 크루니  ; 옮긴이: 공경희,,북트리거,2019,17800,임시자료실
1170,EM0000452759,833.6-나58ㄷ,도련님,나쓰메 소세키 저  ; 김정오 역,,하다(HadA),2019,14000,임시자료실
1171,EM0000452760,813.7-송19ㄷ,독도를 사수하라  : 강치의 설욕  : 송기준 장편소설,송기준 지음,,동인,2019,18000,임시자료실
1172,EM0000452761,813.6-최57ㄷ,독의 꽃  : 최수철 장편소설,지은이: 최수철,,작가정신,2019,15000,임시자료실
1173,EM0000452762,청813.6-한17-1,"한국 대표 단편선 . 1, (해설과 함께 읽는) 동백꽃/돌다리 외",전도현 엮음,1,서연비람,2018,12000,임시자료실
1174,EM0000452763,843.6-발233ㅅ=2,사악한 여왕,세레나 발렌티노 지음  ; 주정자 옮김,,라곰,2018,13000,임시자료실
