,word,sentiment
4123,mocked,negative
4124,mockeries,negative
4125,mockery,negative
4126,mocking,negative
4127,mockingly,negative
4128,mocks,negative
4129,modern,positive
4130,modest,positive
4131,modesty,positive
4132,molest,negative
4133,molestation,negative
4134,momentous,positive
4135,monotonous,negative
4136,monotony,negative
4137,monster,negative
4138,monstrosities,negative
4139,monstrosity,negative
4140,monstrous,negative
4141,monstrously,negative
4142,monumental,positive
4143,monumentally,positive
4144,moody,negative
4145,moot,negative
4146,mope,negative
4147,morality,positive
4148,morbid,negative
4149,morbidly,negative
4150,mordant,negative
4151,mordantly,negative
4152,moribund,negative
4153,moron,negative
4154,moronic,negative
4155,morons,negative
4156,mortification,negative
4157,mortified,negative
4158,mortify,negative
4159,mortifying,negative
4160,motionless,negative
4161,motivated,positive
4162,motley,negative
4163,mourn,negative
4164,mourner,negative
4165,mournful,negative
4166,mournfully,negative
4167,muddle,negative
4168,muddy,negative
4169,mudslinger,negative
4170,mudslinging,negative
4171,mulish,negative
4172,multi-polarization,negative
4173,multi-purpose,positive
4174,mundane,negative
4175,murder,negative
4176,murderer,negative
4177,murderous,negative
4178,murderously,negative
4179,murky,negative
4180,muscle-flexing,negative
4181,mushy,negative
4182,musty,negative
4183,mysterious,negative
4184,mysteriously,negative
4185,mystery,negative
4186,mystify,negative
4187,myth,negative
4188,na?e,negative
4189,nag,negative
4190,nagging,negative
4191,naive,negative
4192,naively,negative
4193,narrower,negative
4194,nastily,negative
4195,nastiness,negative
4196,nasty,negative
4197,naughty,negative
4198,nauseate,negative
4199,nauseates,negative
4200,nauseating,negative
4201,nauseatingly,negative
4202,navigable,positive
4203,neat,positive
4204,neatest,positive
4205,neatly,positive
4206,nebulous,negative
4207,nebulously,negative
4208,needless,negative
4209,needlessly,negative
4210,needy,negative
4211,nefarious,negative
4212,nefariously,negative
4213,negate,negative
4214,negation,negative
4215,negative,negative
4216,negatives,negative
4217,negativity,negative
4218,neglect,negative
4219,neglected,negative
4220,negligence,negative
4221,negligent,negative
4222,nemesis,negative
4223,nepotism,negative
4224,nervous,negative
4225,nervously,negative
4226,nervousness,negative
4227,nettle,negative
4228,nettlesome,negative
4229,neurotic,negative
4230,neurotically,negative
4231,nice,positive
4232,nicely,positive
4233,nicer,positive
4234,nicest,positive
4235,nifty,positive
4236,niggle,negative
4237,niggles,negative
4238,nightmare,negative
4239,nightmarish,negative
4240,nightmarishly,negative
4241,nimble,positive
4242,nitpick,negative
4243,nitpicking,negative
4244,noble,positive
4245,nobly,positive
4246,noise,negative
4247,noiseless,positive
4248,noises,negative
4249,noisier,negative
4250,noisy,negative
4251,non-confidence,negative
4252,non-violence,positive
4253,non-violent,positive
4254,nonexistent,negative
4255,nonresponsive,negative
4256,nonsense,negative
4257,nosey,negative
4258,notably,positive
4259,noteworthy,positive
4260,notoriety,negative
4261,notorious,negative
4262,notoriously,negative
4263,nourish,positive
4264,nourishing,positive
4265,nourishment,positive
4266,novelty,positive
4267,noxious,negative
4268,nuisance,negative
4269,numb,negative
4270,nurturing,positive
4271,oasis,positive
4272,obese,negative
4273,object,negative
4274,objection,negative
4275,objectionable,negative
4276,objections,negative
4277,oblique,negative
4278,obliterate,negative
4279,obliterated,negative
4280,oblivious,negative
4281,obnoxious,negative
4282,obnoxiously,negative
4283,obscene,negative
4284,obscenely,negative
4285,obscenity,negative
4286,obscure,negative
4287,obscured,negative
4288,obscures,negative
4289,obscurity,negative
4290,obsess,negative
4291,obsession,positive
4292,obsessions,positive
4293,obsessive,negative
4294,obsessively,negative
4295,obsessiveness,negative
4296,obsolete,negative
4297,obstacle,negative
4298,obstinate,negative
4299,obstinately,negative
4300,obstruct,negative
4301,obstructed,negative
4302,obstructing,negative
4303,obstruction,negative
4304,obstructs,negative
4305,obtainable,positive
4306,obtrusive,negative
4307,obtuse,negative
4308,occlude,negative
4309,occluded,negative
4310,occludes,negative
4311,occluding,negative
4312,odd,negative
4313,odder,negative
4314,oddest,negative
4315,oddities,negative
4316,oddity,negative
4317,oddly,negative
4318,odor,negative
4319,offence,negative
4320,offend,negative
4321,offender,negative
4322,offending,negative
4323,offenses,negative
4324,offensive,negative
4325,offensively,negative
4326,offensiveness,negative
4327,officious,negative
4328,ominous,negative
4329,ominously,negative
4330,omission,negative
4331,omit,negative
4332,one-sided,negative
4333,onerous,negative
4334,onerously,negative
4335,onslaught,negative
4336,openly,positive
4337,openness,positive
4338,opinionated,negative
4339,opponent,negative
4340,opportunistic,negative
4341,oppose,negative
4342,opposition,negative
4343,oppositions,negative
4344,oppress,negative
4345,oppression,negative
4346,oppressive,negative
4347,oppressively,negative
4348,oppressiveness,negative
4349,oppressors,negative
4350,optimal,positive
4351,optimism,positive
4352,optimistic,positive
4353,opulent,positive
4354,ordeal,negative
4355,orderly,positive
4356,originality,positive
4357,orphan,negative
4358,ostracize,negative
4359,outbreak,negative
4360,outburst,negative
4361,outbursts,negative
4362,outcast,negative
4363,outcry,negative
4364,outdo,positive
4365,outdone,positive
4366,outlaw,negative
4367,outmoded,negative
4368,outperform,positive
4369,outperformed,positive
4370,outperforming,positive
4371,outperforms,positive
4372,outrage,negative
4373,outraged,negative
4374,outrageous,negative
4375,outrageously,negative
4376,outrageousness,negative
4377,outrages,negative
4378,outshine,positive
4379,outshone,positive
4380,outsider,negative
4381,outsmart,positive
4382,outstanding,positive
4383,outstandingly,positive
4384,outstrip,positive
4385,outwit,positive
4386,ovation,positive
4387,over-acted,negative
4388,over-awe,negative
4389,over-balanced,negative
4390,over-hyped,negative
4391,over-priced,negative
4392,over-valuation,negative
4393,overact,negative
4394,overacted,negative
4395,overawe,negative
4396,overbalance,negative
4397,overbalanced,negative
4398,overbearing,negative
4399,overbearingly,negative
4400,overblown,negative
4401,overdo,negative
4402,overdone,negative
4403,overdue,negative
4404,overemphasize,negative
4405,overheat,negative
4406,overjoyed,positive
4407,overkill,negative
4408,overloaded,negative
4409,overlook,negative
4410,overpaid,negative
4411,overpayed,negative
4412,overplay,negative
4413,overpower,negative
4414,overpriced,negative
4415,overrated,negative
4416,overreach,negative
4417,overrun,negative
4418,overshadow,negative
4419,oversight,negative
4420,oversights,negative
4421,oversimplification,negative
4422,oversimplified,negative
4423,oversimplify,negative
4424,oversize,negative
4425,overstate,negative
4426,overstated,negative
4427,overstatement,negative
4428,overstatements,negative
4429,overstates,negative
4430,overtake,positive
4431,overtaken,positive
4432,overtakes,positive
4433,overtaking,positive
4434,overtaxed,negative
4435,overthrow,negative
4436,overthrows,negative
4437,overtook,positive
4438,overture,positive
4439,overturn,negative
4440,overweight,negative
4441,overwhelm,negative
4442,overwhelmed,negative
4443,overwhelming,negative
4444,overwhelmingly,negative
4445,overwhelms,negative
4446,overzealous,negative
4447,overzealously,negative
4448,overzelous,negative
4449,pain,negative
4450,pain-free,positive
4451,painful,negative
4452,painfull,negative
4453,painfully,negative
4454,painless,positive
4455,painlessly,positive
4456,pains,negative
4457,palatial,positive
4458,pale,negative
4459,pales,negative
4460,paltry,negative
4461,pamper,positive
4462,pampered,positive
4463,pamperedly,positive
4464,pamperedness,positive
4465,pampers,positive
4466,pan,negative
4467,pandemonium,negative
4468,pander,negative
4469,pandering,negative
4470,panders,negative
4471,panic,negative
4472,panick,negative
4473,panicked,negative
4474,panicking,negative
4475,panicky,negative
4476,panoramic,positive
4477,paradise,positive
4478,paradoxical,negative
4479,paradoxically,negative
4480,paralize,negative
4481,paralyzed,negative
4482,paramount,positive
4483,paranoia,negative
4484,paranoid,negative
4485,parasite,negative
4486,pardon,positive
4487,pariah,negative
4488,parody,negative
4489,partiality,negative
4490,partisan,negative
4491,partisans,negative
4492,passe,negative
4493,passion,positive
4494,passionate,positive
4495,passionately,positive
4496,passive,negative
4497,passiveness,negative
4498,pathetic,negative
4499,pathetically,negative
4500,patience,positive
4501,patient,positive
4502,patiently,positive
4503,patriot,positive
4504,patriotic,positive
4505,patronize,negative
4506,paucity,negative
4507,pauper,negative
4508,paupers,negative
4509,payback,negative
4510,peace,positive
4511,peaceable,positive
4512,peaceful,positive
4513,peacefully,positive
4514,peacekeepers,positive
4515,peach,positive
4516,peculiar,negative
4517,peculiarly,negative
4518,pedantic,negative
4519,peeled,negative
4520,peerless,positive
4521,peeve,negative
4522,peeved,negative
4523,peevish,negative
4524,peevishly,negative
4525,penalize,negative
4526,penalty,negative
4527,pep,positive
4528,pepped,positive
4529,pepping,positive
4530,peppy,positive
4531,peps,positive
4532,perfect,positive
4533,perfection,positive
4534,perfectly,positive
4535,perfidious,negative
4536,perfidity,negative
4537,perfunctory,negative
4538,peril,negative
4539,perilous,negative
4540,perilously,negative
4541,perish,negative
4542,permissible,positive
4543,pernicious,negative
4544,perplex,negative
4545,perplexed,negative
4546,perplexing,negative
4547,perplexity,negative
4548,persecute,negative
4549,persecution,negative
4550,perseverance,positive
4551,persevere,positive
4552,personages,positive
4553,personalized,positive
4554,pertinacious,negative
4555,pertinaciously,negative
4556,pertinacity,negative
4557,perturb,negative
4558,perturbed,negative
4559,pervasive,negative
4560,perverse,negative
4561,perversely,negative
4562,perversion,negative
4563,perversity,negative
4564,pervert,negative
4565,perverted,negative
4566,perverts,negative
4567,pessimism,negative
4568,pessimistic,negative
4569,pessimistically,negative
4570,pest,negative
4571,pestilent,negative
4572,petrified,negative
4573,petrify,negative
4574,pettifog,negative
4575,petty,negative
4576,phenomenal,positive
4577,phenomenally,positive
4578,phobia,negative
4579,phobic,negative
4580,phony,negative
4581,picket,negative
4582,picketed,negative
4583,picketing,negative
4584,pickets,negative
4585,picky,negative
4586,picturesque,positive
4587,piety,positive
4588,pig,negative
4589,pigs,negative
4590,pillage,negative
4591,pillory,negative
4592,pimple,negative
4593,pinch,negative
4594,pinnacle,positive
4595,pique,negative
4596,pitiable,negative
4597,pitiful,negative
4598,pitifully,negative
4599,pitiless,negative
4600,pitilessly,negative
4601,pittance,negative
4602,pity,negative
4603,plagiarize,negative
4604,plague,negative
4605,plasticky,negative
4606,playful,positive
4607,playfully,positive
4608,plaything,negative
4609,plea,negative
4610,pleas,negative
4611,pleasant,positive
4612,pleasantly,positive
4613,pleased,positive
4614,pleases,positive
4615,pleasing,positive
4616,pleasingly,positive
4617,pleasurable,positive
4618,pleasurably,positive
4619,pleasure,positive
4620,plebeian,negative
4621,plentiful,positive
4622,plight,negative
4623,plot,negative
4624,plotters,negative
4625,ploy,negative
4626,plunder,negative
4627,plunderer,negative
4628,pluses,positive
4629,plush,positive
4630,plusses,positive
4631,poetic,positive
4632,poeticize,positive
4633,poignant,positive
4634,pointless,negative
4635,pointlessly,negative
4636,poise,positive
4637,poised,positive
4638,poison,negative
4639,poisonous,negative
4640,poisonously,negative
4641,pokey,negative
4642,poky,negative
4643,polarisation,negative
4644,polemize,negative
4645,polished,positive
4646,polite,positive
4647,politeness,positive
4648,pollute,negative
4649,polluter,negative
4650,polluters,negative
4651,polution,negative
4652,pompous,negative
4653,poor,negative
4654,poorer,negative
4655,poorest,negative
4656,poorly,negative
4657,popular,positive
4658,portable,positive
4659,posh,positive
4660,positive,positive
4661,positively,positive
4662,positives,positive
4663,posturing,negative
4664,pout,negative
4665,poverty,negative
4666,powerful,positive
4667,powerfully,positive
4668,powerless,negative
4669,praise,positive
4670,praiseworthy,positive
4671,praising,positive
4672,prate,negative
4673,pratfall,negative
4674,prattle,negative
4675,pre-eminent,positive
4676,precarious,negative
4677,precariously,negative
4678,precious,positive
4679,precipitate,negative
4680,precipitous,negative
4681,precise,positive
4682,precisely,positive
4683,predatory,negative
4684,predicament,negative
4685,preeminent,positive
4686,prefer,positive
4687,preferable,positive
4688,preferably,positive
4689,prefered,positive
4690,preferes,positive
4691,preferring,positive
4692,prefers,positive
4693,prejudge,negative
4694,prejudice,negative
4695,prejudices,negative
4696,prejudicial,negative
4697,premeditated,negative
4698,premier,positive
4699,preoccupy,negative
4700,preposterous,negative
4701,preposterously,negative
4702,prestige,positive
4703,prestigious,positive
4704,presumptuous,negative
4705,presumptuously,negative
4706,pretence,negative
4707,pretend,negative
4708,pretense,negative
4709,pretentious,negative
4710,pretentiously,negative
4711,prettily,positive
4712,pretty,positive
4713,prevaricate,negative
4714,priceless,positive
4715,pricey,negative
4716,pricier,negative
4717,prick,negative
4718,prickle,negative
4719,prickles,negative
4720,pride,positive
4721,prideful,negative
4722,prik,negative
4723,primitive,negative
4724,principled,positive
4725,prison,negative
4726,prisoner,negative
4727,privilege,positive
4728,privileged,positive
4729,prize,positive
4730,proactive,positive
4731,problem,negative
4732,problem-free,positive
4733,problem-solver,positive
4734,problematic,negative
4735,problems,negative
4736,procrastinate,negative
4737,procrastinates,negative
4738,procrastination,negative
4739,prodigious,positive
4740,prodigiously,positive
4741,prodigy,positive
4742,productive,positive
4743,productively,positive
4744,profane,negative
4745,profanity,negative
4746,proficient,positive
4747,proficiently,positive
4748,profound,positive
4749,profoundly,positive
4750,profuse,positive
4751,profusion,positive
4752,progress,positive
4753,progressive,positive
4754,prohibit,negative
4755,prohibitive,negative
4756,prohibitively,negative
4757,prolific,positive
4758,prominence,positive
4759,prominent,positive
4760,promise,positive
4761,promised,positive
4762,promises,positive
4763,promising,positive
4764,promoter,positive
4765,prompt,positive
4766,promptly,positive
4767,propaganda,negative
4768,propagandize,negative
4769,proper,positive
4770,properly,positive
4771,propitious,positive
4772,propitiously,positive
4773,proprietary,negative
4774,pros,positive
4775,prosecute,negative
4776,prosper,positive
4777,prosperity,positive
4778,prosperous,positive
4779,prospros,positive
4780,protect,positive
4781,protection,positive
4782,protective,positive
4783,protest,negative
4784,protested,negative
4785,protesting,negative
4786,protests,negative
4787,protracted,negative
4788,proud,positive
4789,proven,positive
4790,proves,positive
4791,providence,positive
4792,proving,positive
4793,provocation,negative
4794,provocative,negative
4795,provoke,negative
4796,prowess,positive
4797,prudence,positive
4798,prudent,positive
4799,prudently,positive
4800,pry,negative
4801,pugnacious,negative
4802,pugnaciously,negative
4803,pugnacity,negative
4804,punch,negative
4805,punctual,positive
4806,punish,negative
4807,punishable,negative
4808,punitive,negative
4809,punk,negative
4810,puny,negative
4811,puppet,negative
4812,puppets,negative
4813,pure,positive
4814,purify,positive
4815,purposeful,positive
4816,puzzled,negative
4817,puzzlement,negative
4818,puzzling,negative
4819,quack,negative
4820,quaint,positive
4821,qualified,positive
4822,qualify,positive
4823,qualm,negative
4824,qualms,negative
4825,quandary,negative
4826,quarrel,negative
4827,quarrellous,negative
4828,quarrellously,negative
4829,quarrels,negative
4830,quarrelsome,negative
4831,quash,negative
4832,queer,negative
4833,questionable,negative
4834,quibble,negative
4835,quibbles,negative
4836,quicker,positive
4837,quiet,positive
4838,quieter,positive
4839,quitter,negative
4840,rabid,negative
4841,racism,negative
4842,racist,negative
4843,racists,negative
4844,racy,negative
4845,radiance,positive
4846,radiant,positive
4847,radical,negative
4848,radicalization,negative
4849,radically,negative
4850,radicals,negative
4851,rage,negative
4852,ragged,negative
4853,raging,negative
4854,rail,negative
4855,raked,negative
4856,rampage,negative
4857,rampant,negative
4858,ramshackle,negative
4859,rancor,negative
4860,randomly,negative
4861,rankle,negative
4862,rant,negative
4863,ranted,negative
4864,ranting,negative
4865,rantingly,negative
4866,rants,negative
4867,rape,negative
4868,raped,negative
4869,rapid,positive
4870,raping,negative
4871,rapport,positive
4872,rapt,positive
4873,rapture,positive
4874,raptureous,positive
4875,raptureously,positive
4876,rapturous,positive
4877,rapturously,positive
4878,rascal,negative
4879,rascals,negative
4880,rash,negative
4881,rational,positive
4882,rattle,negative
4883,rattled,negative
4884,rattles,negative
4885,ravage,negative
4886,raving,negative
4887,razor-sharp,positive
4888,reachable,positive
4889,reactionary,negative
4890,readable,positive
4891,readily,positive
4892,ready,positive
4893,reaffirm,positive
4894,reaffirmation,positive
4895,realistic,positive
4896,realizable,positive
4897,reasonable,positive
4898,reasonably,positive
4899,reasoned,positive
4900,reassurance,positive
4901,reassure,positive
4902,rebellious,negative
4903,rebuff,negative
4904,rebuke,negative
4905,recalcitrant,negative
4906,recant,negative
4907,receptive,positive
4908,recession,negative
4909,recessionary,negative
4910,reckless,negative
4911,recklessly,negative
4912,recklessness,negative
4913,reclaim,positive
4914,recoil,negative
4915,recomend,positive
4916,recommend,positive
4917,recommendation,positive
4918,recommendations,positive
4919,recommended,positive
4920,reconcile,positive
4921,reconciliation,positive
4922,record-setting,positive
4923,recourses,negative
4924,recover,positive
4925,recovery,positive
4926,rectification,positive
4927,rectify,positive
4928,rectifying,positive
4929,redeem,positive
4930,redeeming,positive
4931,redemption,positive
4932,redundancy,negative
4933,redundant,negative
4934,refine,positive
4935,refined,positive
4936,refinement,positive
4937,reform,positive
4938,reformed,positive
4939,reforming,positive
4940,reforms,positive
4941,refresh,positive
4942,refreshed,positive
4943,refreshing,positive
4944,refund,positive
4945,refunded,positive
4946,refusal,negative
4947,refuse,negative
4948,refused,negative
4949,refuses,negative
4950,refusing,negative
4951,refutation,negative
4952,refute,negative
4953,refuted,negative
4954,refutes,negative
4955,refuting,negative
4956,regal,positive
4957,regally,positive
4958,regard,positive
4959,regress,negative
4960,regression,negative
4961,regressive,negative
4962,regret,negative
4963,regreted,negative
4964,regretful,negative
4965,regretfully,negative
4966,regrets,negative
4967,regrettable,negative
4968,regrettably,negative
4969,regretted,negative
4970,reject,negative
4971,rejected,negative
4972,rejecting,negative
4973,rejection,negative
4974,rejects,negative
4975,rejoice,positive
4976,rejoicing,positive
4977,rejoicingly,positive
4978,rejuvenate,positive
4979,rejuvenated,positive
4980,rejuvenating,positive
4981,relapse,negative
4982,relaxed,positive
4983,relent,positive
4984,relentless,negative
4985,relentlessly,negative
4986,relentlessness,negative
4987,reliable,positive
4988,reliably,positive
4989,relief,positive
4990,relish,positive
4991,reluctance,negative
4992,reluctant,negative
4993,reluctantly,negative
4994,remarkable,positive
4995,remarkably,positive
4996,remedy,positive
4997,remission,positive
4998,remorse,negative
4999,remorseful,negative
5000,remorsefully,negative
5001,remorseless,negative
5002,remorselessly,negative
5003,remorselessness,negative
5004,remunerate,positive
5005,renaissance,positive
5006,renewed,positive
5007,renounce,negative
5008,renown,positive
5009,renowned,positive
5010,renunciation,negative
5011,repel,negative
5012,repetitive,negative
5013,replaceable,positive
5014,reprehensible,negative
5015,reprehensibly,negative
5016,reprehension,negative
5017,reprehensive,negative
5018,repress,negative
5019,repression,negative
5020,repressive,negative
5021,reprimand,negative
5022,reproach,negative
5023,reproachful,negative
5024,reprove,negative
5025,reprovingly,negative
5026,repudiate,negative
5027,repudiation,negative
5028,repugn,negative
5029,repugnance,negative
5030,repugnant,negative
5031,repugnantly,negative
5032,repulse,negative
5033,repulsed,negative
5034,repulsing,negative
5035,repulsive,negative
5036,repulsively,negative
5037,repulsiveness,negative
5038,reputable,positive
5039,reputation,positive
5040,resent,negative
5041,resentful,negative
5042,resentment,negative
5043,resignation,negative
5044,resigned,negative
5045,resilient,positive
5046,resistance,negative
5047,resolute,positive
5048,resound,positive
5049,resounding,positive
5050,resourceful,positive
5051,resourcefulness,positive
5052,respect,positive
5053,respectable,positive
5054,respectful,positive
5055,respectfully,positive
5056,respite,positive
5057,resplendent,positive
5058,responsibly,positive
5059,responsive,positive
5060,restful,positive
5061,restless,negative
5062,restlessness,negative
5063,restored,positive
5064,restrict,negative
5065,restricted,negative
5066,restriction,negative
5067,restrictive,negative
5068,restructure,positive
5069,restructured,positive
5070,restructuring,positive
5071,resurgent,negative
5072,retaliate,negative
5073,retaliatory,negative
5074,retard,negative
5075,retarded,negative
5076,retardedness,negative
5077,retards,negative
5078,reticent,negative
5079,retract,negative
5080,retractable,positive
5081,retreat,negative
5082,retreated,negative
5083,revel,positive
5084,revelation,positive
5085,revenge,negative
5086,revengeful,negative
5087,revengefully,negative
5088,revere,positive
5089,reverence,positive
5090,reverent,positive
5091,reverently,positive
5092,revert,negative
5093,revile,negative
5094,reviled,negative
5095,revitalize,positive
5096,revival,positive
5097,revive,positive
5098,revives,positive
5099,revoke,negative
5100,revolt,negative
5101,revolting,negative
5102,revoltingly,negative
5103,revolutionary,positive
5104,revolutionize,positive
5105,revolutionized,positive
5106,revolutionizes,positive
5107,revulsion,negative
5108,revulsive,negative
5109,reward,positive
5110,rewarding,positive
5111,rewardingly,positive
5112,rhapsodize,negative
5113,rhetoric,negative
5114,rhetorical,negative
5115,ricer,negative
5116,rich,positive
5117,richer,positive
5118,richly,positive
5119,richness,positive
5120,ridicule,negative
5121,ridicules,negative
5122,ridiculous,negative
5123,ridiculously,negative
5124,rife,negative
5125,rift,negative
5126,rifts,negative
5127,right,positive
5128,righten,positive
5129,righteous,positive
5130,righteously,positive
5131,righteousness,positive
5132,rightful,positive
5133,rightfully,positive
5134,rightly,positive
5135,rightness,positive
5136,rigid,negative
5137,rigidity,negative
5138,rigidness,negative
5139,rile,negative
5140,riled,negative
5141,rip,negative
5142,rip-off,negative
5143,ripoff,negative
5144,ripped,negative
5145,risk,negative
5146,risk-free,positive
5147,risks,negative
5148,risky,negative
5149,rival,negative
5150,rivalry,negative
5151,roadblocks,negative
5152,robust,positive
5153,rock-star,positive
5154,rock-stars,positive
5155,rockstar,positive
5156,rockstars,positive
5157,rocky,negative
5158,rogue,negative
5159,rollercoaster,negative
5160,romantic,positive
5161,romantically,positive
5162,romanticize,positive
5163,roomier,positive
5164,roomy,positive
5165,rosy,positive
5166,rot,negative
5167,rotten,negative
5168,rough,negative
5169,rremediable,negative
5170,rubbish,negative
5171,rude,negative
5172,rue,negative
5173,ruffian,negative
5174,ruffle,negative
5175,ruin,negative
5176,ruined,negative
5177,ruining,negative
5178,ruinous,negative
5179,ruins,negative
5180,rumbling,negative
5181,rumor,negative
5182,rumors,negative
5183,rumours,negative
5184,rumple,negative
5185,run-down,negative
5186,runaway,negative
5187,rupture,negative
5188,rust,negative
5189,rusts,negative
5190,rusty,negative
5191,rut,negative
5192,ruthless,negative
5193,ruthlessly,negative
5194,ruthlessness,negative
5195,ruts,negative
5196,sabotage,negative
5197,sack,negative
5198,sacrificed,negative
5199,sad,negative
5200,sadden,negative
5201,sadly,negative
5202,sadness,negative
5203,safe,positive
5204,safely,positive
5205,sag,negative
5206,sagacity,positive
5207,sagely,positive
5208,sagged,negative
5209,sagging,negative
5210,saggy,negative
5211,sags,negative
5212,saint,positive
5213,saintliness,positive
5214,saintly,positive
5215,salacious,negative
5216,salutary,positive
5217,salute,positive
5218,sanctimonious,negative
5219,sane,positive
5220,sap,negative
5221,sarcasm,negative
5222,sarcastic,negative
5223,sarcastically,negative
5224,sardonic,negative
5225,sardonically,negative
5226,sass,negative
5227,satirical,negative
5228,satirize,negative
5229,satisfactorily,positive
5230,satisfactory,positive
5231,satisfied,positive
5232,satisfies,positive
5233,satisfy,positive
5234,satisfying,positive
5235,satisified,positive
5236,savage,negative
5237,savaged,negative
5238,savagery,negative
5239,savages,negative
5240,saver,positive
5241,savings,positive
5242,savior,positive
5243,savvy,positive
5244,scaly,negative
5245,scam,negative
5246,scams,negative
5247,scandal,negative
5248,scandalize,negative
5249,scandalized,negative
5250,scandalous,negative
5251,scandalously,negative
5252,scandals,negative
5253,scandel,negative
5254,scandels,negative
5255,scant,negative
5256,scapegoat,negative
5257,scar,negative
5258,scarce,negative
5259,scarcely,negative
5260,scarcity,negative
5261,scare,negative
5262,scared,negative
5263,scarier,negative
5264,scariest,negative
5265,scarily,negative
5266,scarred,negative
5267,scars,negative
5268,scary,negative
5269,scathing,negative
5270,scathingly,negative
5271,scenic,positive
5272,sceptical,negative
5273,scoff,negative
5274,scoffingly,negative
5275,scold,negative
5276,scolded,negative
5277,scolding,negative
5278,scoldingly,negative
5279,scorching,negative
5280,scorchingly,negative
5281,scorn,negative
5282,scornful,negative
5283,scornfully,negative
5284,scoundrel,negative
5285,scourge,negative
5286,scowl,negative
5287,scramble,negative
5288,scrambled,negative
5289,scrambles,negative
5290,scrambling,negative
5291,scrap,negative
5292,scratch,negative
5293,scratched,negative
5294,scratches,negative
5295,scratchy,negative
5296,scream,negative
5297,screech,negative
5298,screw-up,negative
5299,screwed,negative
5300,screwed-up,negative
5301,screwy,negative
5302,scuff,negative
5303,scuffs,negative
5304,scum,negative
5305,scummy,negative
5306,seamless,positive
5307,seasoned,positive
5308,second-class,negative
5309,second-tier,negative
5310,secretive,negative
5311,secure,positive
5312,securely,positive
5313,sedentary,negative
5314,seedy,negative
5315,seethe,negative
5316,seething,negative
5317,selective,positive
5318,self-coup,negative
5319,self-criticism,negative
5320,self-defeating,negative
5321,self-destructive,negative
5322,self-determination,positive
5323,self-humiliation,negative
5324,self-interest,negative
5325,self-interested,negative
5326,self-respect,positive
5327,self-satisfaction,positive
5328,self-serving,negative
5329,self-sufficiency,positive
5330,self-sufficient,positive
5331,selfinterested,negative
5332,selfish,negative
5333,selfishly,negative
5334,selfishness,negative
5335,semi-retarded,negative
5336,senile,negative
5337,sensation,positive
5338,sensational,positive
5339,sensationalize,negative
5340,sensationally,positive
5341,sensations,positive
5342,senseless,negative
5343,senselessly,negative
5344,sensible,positive
5345,sensibly,positive
5346,sensitive,positive
5347,serene,positive
5348,serenity,positive
5349,seriousness,negative
5350,sermonize,negative
5351,servitude,negative
5352,set-up,negative
5353,setback,negative
5354,setbacks,negative
5355,sever,negative
5356,severe,negative
5357,severity,negative
5358,sexy,positive
5359,sh*t,negative
5360,shabby,negative
5361,shadowy,negative
5362,shady,negative
5363,shake,negative
5364,shaky,negative
5365,shallow,negative
5366,sham,negative
5367,shambles,negative
5368,shame,negative
5369,shameful,negative
5370,shamefully,negative
5371,shamefulness,negative
5372,shameless,negative
5373,shamelessly,negative
5374,shamelessness,negative
5375,shark,negative
5376,sharp,positive
5377,sharper,positive
5378,sharpest,positive
5379,sharply,negative
5380,shatter,negative
5381,shemale,negative
5382,shimmer,negative
5383,shimmering,positive
5384,shimmeringly,positive
5385,shimmy,negative
5386,shine,positive
5387,shiny,positive
5388,shipwreck,negative
5389,shirk,negative
5390,shirker,negative
5391,shit,negative
5392,shiver,negative
5393,shock,negative
5394,shocked,negative
5395,shocking,negative
5396,shockingly,negative
5397,shoddy,negative
5398,short-lived,negative
5399,shortage,negative
5400,shortchange,negative
5401,shortcoming,negative
5402,shortcomings,negative
5403,shortness,negative
5404,shortsighted,negative
5405,shortsightedness,negative
5406,showdown,negative
5407,shrew,negative
5408,shriek,negative
5409,shrill,negative
5410,shrilly,negative
5411,shrivel,negative
5412,shroud,negative
5413,shrouded,negative
5414,shrug,negative
5415,shun,negative
5416,shunned,negative
5417,sick,negative
5418,sicken,negative
5419,sickening,negative
5420,sickeningly,negative
5421,sickly,negative
5422,sickness,negative
5423,sidetrack,negative
5424,sidetracked,negative
5425,siege,negative
5426,significant,positive
5427,silent,positive
5428,sillily,negative
5429,silly,negative
5430,simpler,positive
5431,simplest,positive
5432,simplified,positive
5433,simplifies,positive
5434,simplify,positive
5435,simplifying,positive
5436,simplistic,negative
5437,simplistically,negative
5438,sin,negative
5439,sincere,positive
5440,sincerely,positive
5441,sincerity,positive
5442,sinful,negative
5443,sinfully,negative
5444,sinister,negative
5445,sinisterly,negative
5446,sink,negative
5447,sinking,negative
5448,skeletons,negative
5449,skeptic,negative
5450,skeptical,negative
5451,skeptically,negative
5452,skepticism,negative
5453,sketchy,negative
5454,skill,positive
5455,skilled,positive
5456,skillful,positive
5457,skillfully,positive
5458,skimpy,negative
5459,skinny,negative
5460,skittish,negative
5461,skittishly,negative
5462,skulk,negative
5463,slack,negative
5464,slammin,positive
5465,slander,negative
5466,slanderer,negative
5467,slanderous,negative
5468,slanderously,negative
5469,slanders,negative
5470,slap,negative
5471,slashing,negative
5472,slaughter,negative
5473,slaughtered,negative
5474,slave,negative
5475,slaves,negative
5476,sleazy,negative
5477,sleek,positive
5478,slick,positive
